City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
699,Nishihara,JP,26.1842,127.7558,78.8,53,75,9.22,broken clouds
700,Begoro,GH,6.3871,-0.3774,73.63,90,74,3.42,broken clouds
701,Beaver Dam,US,43.4578,-88.8373,48.99,100,90,8.05,overcast clouds
702,Maceio,BR,-9.6658,-35.7353,73.4,94,20,2.3,few clouds
703,Fort Nelson,CA,58.8053,-122.7002,30.2,47,75,6.91,broken clouds
704,Shelburne,CA,44.0787,-80.2041,55.99,63,100,11.1,overcast clouds
705,Avera,US,33.194,-82.5271,64.99,100,1,6.91,clear sky
706,Vestmanna,FO,62.1564,-7.1664,28.4,80,75,23.02,light rain
707,Opuwo,NA,-18.0607,13.84,73.63,52,0,13.85,clear sky
708,Kindersley,CA,51.4668,-109.1682,26.6,80,1,10.36,clear sky
709,Chase,CA,50.8165,-119.6857,39.2,48,100,1.14,overcast clouds
710,Lakes Entrance,AU,-37.8811,147.981,63.0,56,89,5.01,overcast clouds
